id,original_title,popularity,title,vote_average,release_year
52367,Kiss Them for Me,0.7868310000000001,Kiss Them for Me,4.9,1957
22584,To Have and Have Not,10.003167,To Have and Have Not,7.6,1944
27725,High Sierra,6.27696,High Sierra,7.0,1941
16227,Dark Passage,6.287228,Dark Passage,7.2,1947
980,The Ox-Bow Incident,5.546182,The Ox-Bow Incident,7.9,1943
16933,They Drive by Night,2.1907970000000003,They Drive by Night,6.7,1940
42094,Micki & Maude,1.053524,Micki & Maude,6.0,1984
26884,Platinum Blonde,1.974577,Platinum Blonde,6.0,1931
37833,Reefer Madness,1.602866,Reefer Madness,4.1,1936
18995,D.O.A.,7.005083,D.O.A.,7.2,1950
43759,The Boy with Green Hair,1.345564,The Boy with Green Hair,6.1,1948
5205,Pumping Iron,5.866383,Pumping Iron,7.0,1977
2017,No Good Deed,4.165629,No Good Deed,5.2,2002
38606,The Trouble with Angels,1.4526459999999999,The Trouble with Angels,7.0,1966
14239,Cool World,11.781895,Cool World,4.9,1992
55448,Money for Nothing,4.08938,Money for Nothing,5.1,1993
21779,The Silencers,2.311461,The Silencers,6.5,1966
71189,"Where Angels Go, Trouble Follows",1.088001,"Where Angels Go, Trouble Follows",4.9,1968
67794,Heat and Dust,0.090019,Heat and Dust,5.9,1983
73515,Mesmerized,1.0085,Mesmerized,4.4,1985
405,La strada,5.948021,La Strada,7.5,1954
9696,Koroshiya 1,8.992796,Ichi the Killer,7.0,2001
4917,A Boy and His Dog,8.386787,A Boy and His Dog,6.5,1975
37774,The Last Tycoon,2.709464,The Last Tycoon,6.2,1976
5055,Popiól i diament,2.896039,Ashes and Diamonds,7.5,1958
40140,Marooned,1.785956,Marooned,6.8,1969
42040,King David,0.937702,King David,6.1,1985
29933,Kanał,2.5997310000000002,Kanał,7.3,1957
35888,Cat Chaser,0.547716,Cat Chaser,3.6,1989
3059,Intolerance: Love's Struggle Throughout the Ages,4.282118,Intolerance: Love's Struggle Throughout the Ages,7.4,1916
22727,The Beast of Yucca Flats,0.93079,The Beast of Yucca Flats,1.6,1961
28586,Tormented,0.9305700000000001,Tormented,5.0,1960
56157,The Violent Years,0.129098,The Violent Years,4.0,1956
11708,Chitty Chitty Bang Bang,13.852147,Chitty Chitty Bang Bang,6.8,1968
27329,สุริโยไท,1.236038,The Legend of Suriyothai,5.1,2001
42514,Plaza Suite,4.597434,Plaza Suite,6.8,1971
20444,The Out of Towners,1.945528,The Out of Towners,7.1,1970
17736,Where the Day Takes You,1.403849,Where the Day Takes You,5.6,1992
114046,The Three Stooges in Orbit,0.445183,The Three Stooges in Orbit,6.0,1962
82283,It,0.594437,It,6.5,1927
1954,The Butterfly Effect,12.994939,The Butterfly Effect,7.3,2004
13476,Win a Date with Tad Hamilton!,5.924226,Win a Date with Tad Hamilton!,5.5,2004
11194,Touching the Void,7.594022,Touching the Void,7.6,2003
12634,The Big Bounce,6.496271,The Big Bounce,5.0,2004
13505,The Perfect Score,6.2425,The Perfect Score,5.6,2004
14114,You Got Served,3.7072160000000003,You Got Served,4.8,2004
15708,Latter Days,3.334942,Latter Days,6.8,2003
21301,Barbershop 2:  Back in Business,8.353739,Barbershop 2:  Back in Business,5.7,2004
20483,Catch That Kid,5.226389,Catch That Kid,5.0,2004
14292,Miracle,8.248999000000001,Miracle,7.0,2004
44539,Un couple épatant,0.108259,An Amazing Couple,7.0,2002
1278,The Dreamers,6.685981,The Dreamers,7.2,2003
18841,The Lost Skeleton of Cadavra,2.0738689999999997,The Lost Skeleton of Cadavra,6.5,2001
25925,Who's the Man?,0.8628540000000001,Who's the Man?,5.0,1993
32035,Love at Large,4.6336379999999995,Love at Large,5.1,1990
74395,Hangin' With The Homeboys,2.675068,Hangin' With The Homeboys,6.0,1991
19361,Sleep with Me,6.398905,Sleep with Me,5.3,1994
81824,Just Between Friends,0.159657,Just Between Friends,2.5,1986
21968,Super Fly,1.222538,Super Fly,7.0,1972
29493,A Piece of the Action,1.266846,A Piece of the Action,6.5,1977
29473,Let's Do It Again,1.411831,Let's Do It Again,7.7,1975
29464,Uptown Saturday Night,2.0081290000000003,Uptown Saturday Night,6.4,1974
37900,Hell's Kitchen,2.973539,Hell's Kitchen,5.4,1998
91390,The Innocent,0.505207,The Innocent,6.1,1993
33557,Daddy and Them,8.404739,Daddy and Them,5.6,2001
7008,The Wilby Conspiracy,2.552926,The Wilby Conspiracy,6.7,1975
30566,Blacula,2.697458,Blacula,5.7,1972
42466,Scream Blacula Scream,1.059192,Scream Blacula Scream,6.0,1973
76176,Da Hip Hop Witch,0.22164499999999998,Da Hip Hop Witch,1.0,2000
18446,Swing Shift,1.787996,Swing Shift,5.0,1984
22004,Trespass,9.879725,Trespass,6.2,1992
11023,Thirteen,14.379879,Thirteen,6.6,2003
47802,Simple Men,1.595591,Simple Men,7.1,1992
92298,The Sailor Who Fell from Grace with the Sea,0.000308,The Sailor Who Fell from Grace with the Sea,6.4,1976
35227,Foolish Wives,0.838095,Foolish Wives,6.4,1922
29852,"Silent Night, Bloody Night",3.86571,"Silent Night, Bloody Night",5.3,1972
23001,The Sin of Harold Diddlebock,0.557728,The Sin of Harold Diddlebock,6.6,1947
51049,Pontiac Moon,0.690606,Pontiac Moon,4.8,1994
11221,Best Defense,1.9751740000000002,Best Defense,3.6,1984
1824,50 First Dates,11.134888,50 First Dates,6.6,2004
16784,Welcome to Mooseport,3.832792,Welcome to Mooseport,4.8,2004
44674,Après la vie,0.097876,After Life,7.0,2002
292090,Face,0.0030269999999999997,Face,5.976281287246732,2002
11083,Salmer fra kjøkkenet,6.164594,Kitchen Stories,7.0,2003
54045,The Code,0.903935,The Code,5.1,2002
337,Monsieur Ibrahim et les fleurs du Coran,8.260823,Monsieur Ibrahim,7.0,2003
11951,Vanishing Point,5.184012999999999,Vanishing Point,7.1,1971
43376,Journal d'un curé de campagne,2.957558,Diary of a Country Priest,7.7,1951
28963,The Thief of Bagdad,3.878515,The Thief of Bagdad,7.4,1924
2576,The Diary of Anne Frank,5.733434,The Diary of Anne Frank,7.3,1959
22561,Allegro non troppo,1.115905,Allegro non troppo,6.9,1976
19345,Black Widow,3.245911,Black Widow,6.0,1987
14430,La ley de Herodes,1.955107,Herod's Law,7.7,1999
12775,Flesh + Blood,13.006729,Flesh + Blood,6.3,1985
9838,King Solomon's Mines,6.138795,King Solomon's Mines,5.0,1985
50075,The Black Pirate,1.570282,The Black Pirate,6.9,1926
2099,Raw Deal,9.292099,Raw Deal,5.5,1986
42852,"Goodbye, Mr. Chips",9.042736999999999,"Goodbye, Mr. Chips",7.2,1939
40454,"Follow Me, Boys!",4.249146,"Follow Me, Boys!",4.9,1966
6470,Fire Birds,2.65559,Fire Birds,4.5,1990
20032,Robot Stories,1.097132,Robot Stories,3.7,2003
8842,Against the Ropes,1.381022,Against the Ropes,4.5,2004
11132,Confessions of a Teenage Drama Queen,7.423275,Confessions of a Teenage Drama Queen,5.1,2004
9352,EuroTrip,6.275468,EuroTrip,6.5,2004
615,The Passion of the Christ,13.194168,The Passion of the Christ,6.9,2004
11217,Club Dread,6.57613,Club Dread,5.1,2004
10677,Dirty Dancing: Havana Nights,4.475359,Dirty Dancing: Havana Nights,6.0,2004
13572,Twisted,5.376246,Twisted,5.3,2004
30735,Alila,0.17266900000000002,Alila,6.0,2003
338,"Good bye, Lenin!",10.605595,"Good bye, Lenin!",7.4,2003
2023,Hidalgo,8.140709,Hidalgo,6.5,2004
9384,Starsky & Hutch,10.776138000000001,Starsky & Hutch,5.6,2004
25935,The Reckoning,3.5295650000000003,The Reckoning,6.4,2003
797,Persona,8.862627999999999,Persona,8.0,1966
42602,En passion,2.5754610000000002,The Passion of Anna,7.2,1969
60792,Walk on the Wild Side,1.123864,Walk on the Wild Side,5.3,1962
70113,Tokyo Joe,0.7992560000000001,Tokyo Joe,6.1,1949
47474,The Serpent's Egg,2.0553209999999997,The Serpent's Egg,5.8,1977
56188,Fire Down Below,1.0214290000000001,Fire Down Below,6.5,1957
29084,Le Corbeau,1.957418,Le Corbeau,7.3,1943
1723,The Front,2.81672,The Front,6.2,1976
25955,Pickup on South Street,6.366499,Pickup on South Street,7.2,1953
41876,La caduta degli dei,2.2129790000000003,The Damned,6.8,1969
62190,American Gun,0.246518,American Gun,5.7,2002
43323,Richard III,1.971284,Richard III,6.8,1955
67022,Quartet,0.24829099999999998,Quartet,4.6,1981
24548,Just One of the Guys,3.922068,Just One of the Guys,6.4,1985
31602,The Chase,3.0828889999999998,The Chase,6.7,1966
57744,The Kiss,0.646642,The Kiss,5.6,1988
37044,Wisconsin Death Trip,0.853628,Wisconsin Death Trip,5.4,1999
42989,The Wrong Arm of the Law,0.6772729999999999,The Wrong Arm of the Law,6.9,1963
17047,Agent Cody Banks 2: Destination London,12.59201,Agent Cody Banks 2: Destination London,5.2,2004
10591,The Girl Next Door,13.083718,The Girl Next Door,6.3,2004
1586,Secret Window,9.524283,Secret Window,6.4,2004
11169,Spartan,7.3645190000000005,Spartan,6.3,2004
49689,Knafayim Shvurot,1.046869,Broken Wings,6.8,2002
266687,Games People Play,0.002353,Games People Play,6.014834578441843,2004
66660,How to Draw a Bunny,0.0026920000000000004,How to Draw a Bunny,5.976281287246732,2002
156,Wilbur begår selvmord,2.651412,Wilbur Wants to Kill Himself,6.8,2002
2778,Clifford,2.459293,Clifford,5.3,1994
10433,Mad Dog and Glory,4.769347,Mad Dog and Glory,5.5,1993
47168,The Wind in the Willows,1.4103219999999999,The Wind in the Willows,4.9,1996
58995,Night Crossing,1.1326889999999998,Night Crossing,5.7,1982
43236,Peyton Place,1.990531,Peyton Place,6.3,1957
142168,Searching for Debra Winger,0.439424,Searching for Debra Winger,8.3,2002
40752,Walk Like a Man,0.927452,Walk Like a Man,4.0,1987
924,Dawn of the Dead,13.157873,Dawn of the Dead,6.8,2004
38,Eternal Sunshine of the Spotless Mind,12.906327000000001,Eternal Sunshine of the Spotless Mind,7.9,2004
11081,Taking Lives,7.85646,Taking Lives,6.0,2004
4377,Ein Leben lang kurze Hosen tragen,0.473153,The Child I Never Was,8.0,2002
16941,Intermission,3.715985,Intermission,6.4,2003
1720,Nói albínói,1.7093029999999998,Noi the Albino,6.3,2003
9541,Jersey Girl,5.706507,Jersey Girl,5.8,2004
5516,The Ladykillers,13.106691,The Ladykillers,6.0,2004
20304,Never Die Alone,6.212433,Never Die Alone,5.7,2004
11024,Scooby-Doo 2: Monsters Unleashed,7.65458,Scooby-Doo 2: Monsters Unleashed,5.4,2004
53734,A Foreign Affair,0.8598600000000001,A Foreign Affair,5.8,2003
553,Dogville,9.808595,Dogville,7.6,2003
10544,Ned Kelly,11.478361,Ned Kelly,6.1,2003
1487,Hellboy,13.206854000000002,Hellboy,6.5,2004
13700,Home on the Range,8.555544,Home on the Range,5.7,2004
11137,The Prince & Me,11.631511,The Prince & Me,5.9,2004
11358,Walking Tall,10.577565,Walking Tall,6.0,2004
13573,The United States of Leland,10.087404,The United States of Leland,6.5,2003
19084,Johnson Family Vacation,3.223039,Johnson Family Vacation,4.8,2004
10733,The Alamo,12.240901,The Alamo,5.8,2004
14442,Ella Enchanted,11.316988,Ella Enchanted,5.9,2004
2122,The Whole Ten Yards,7.156060000000001,The Whole Ten Yards,5.5,2004
25300,Io non ho paura,4.422618,I'm Not Scared,7.1,2003
14576,Shade,5.864457,Shade,6.1,2003
13432,Depuis qu'Otar est parti...,0.512099,Since Otar Left,5.7,2003
26636,Twentynine Palms,1.516165,Twentynine Palms,5.3,2003
6844,The Ten Commandments,11.147039999999999,The Ten Commandments,7.5,1956
923,Dawn of the Dead,19.24201,Dawn of the Dead,7.4,1978
2587,"Fratello sole, sorella luna",1.7632430000000001,"Brother Sun, Sister Moon",6.3,1972
3591,One Million Years B.C.,4.091602,One Million Years B.C.,5.8,1966
28026,Prey for Rock & Roll,0.8344209999999999,Prey for Rock & Roll,4.3,2003
26176,"Mother, Jugs & Speed",5.0160849999999995,"Mother, Jugs & Speed",5.8,1976
41857,Bandolero!,1.469044,Bandolero!,6.2,1968
78364,The Slugger's Wife,0.000308,The Slugger's Wife,3.8,1985
10338,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,5.191425,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,6.4,1965
33839,Cheaper by the Dozen,2.084567,Cheaper by the Dozen,6.4,1950
133919,Scener ur ett äktenskap,2.8456930000000003,Scenes from a Marriage,8.3,1973
95548,Baby the Rain Must Fall,0.598636,Baby the Rain Must Fall,5.3,1965
50549,Belles on their Toes,0.8752780000000001,Belles on their Toes,7.1,1952
38978,Ned Kelly,0.695389,Ned Kelly,4.7,1970
92331,Beyond the Stars,0.9894229999999999,Beyond the Stars,5.8,1989
111883,Mac,0.810792,Mac,3.0,1992
42245,The Food of the Gods,1.4516870000000002,The Food of the Gods,4.9,1976
68347,Food of the Gods II,1.159883,Food of the Gods II,5.8,1989
89488,Anna – Der Film,0.11761400000000001,Anna,7.3,1988
34082,Road to Bali,2.7136880000000003,Road to Bali,6.5,1952
22999,The Flying Deuces,3.60402,The Flying Deuces,6.4,1939
20278,Africa Screams,5.021008999999999,Africa Screams,6.6,1949
18698,Jack and the Beanstalk,1.556265,Jack and the Beanstalk,6.0,1952
47201,High Risk,0.8090310000000001,High Risk,6.1,1981
12239,The Osterman Weekend,9.425108,The Osterman Weekend,6.0,1983
4365,Munchies,1.107734,Munchies,4.7,1987
86182,The Cat and the Canary,0.17535699999999999,The Cat and the Canary,5.9,1979
45862,Hangman's Curse,0.965268,Hangman's Curse,5.5,2003
65066,Going in Style,1.32675,Going in Style,6.9,1979
42228,The Late Show,0.78483,The Late Show,5.9,1977
16561,The Sunshine Boys,2.055346,The Sunshine Boys,6.8,1975
54655,Jersey Girl,1.085018,Jersey Girl,5.5,1992
70779,The American Nightmare,0.309421,The American Nightmare,6.1,2000
10843,After Hours,6.5831610000000005,After Hours,7.4,1985
2098,Viva Las Vegas,6.3634889999999995,Viva Las Vegas,5.7,1964
65332,"Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...'",0.614959,Love and Anarchy,7.0,1973
34303,Hitman Hart: Wrestling with Shadows,1.2266620000000001,Hitman Hart: Wrestling with Shadows,7.4,1998
15673,Connie and Carla,9.502332000000001,Connie and Carla,6.4,2004
393,Kill Bill: Vol. 2,21.533072,Kill Bill: Vol. 2,7.7,2004
7220,The Punisher,18.250919,The Punisher,6.1,2004
33823,Paper Clips,0.22416399999999997,Paper Clips,6.1,2004
163676,"Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor",0.16008499999999998,A Thousand Clouds of Peace,4.3,2003
237,Young Adam,5.235419,Young Adam,5.9,2003
126117,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""",0.053866,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""",5.945454545454555,2003
10096,13 Going on 30,12.632595,13 Going on 30,6.3,2004
9509,Man on Fire,9.635691,Man on Fire,7.3,2004
19016,Clifford's Really Big Movie,2.1827970000000003,Clifford's Really Big Movie,5.1,2004
60645,MC5: A True Testimonial,0.009044,MC5: A True Testimonial,5.976281287246732,2002
10710,Envy,13.094205,Envy,4.8,2004
11058,Godsend,11.271148,Godsend,4.7,2004
11141,Laws of Attraction,5.739139,Laws of Attraction,5.6,2004
10625,Mean Girls,11.454835000000001,Mean Girls,6.9,2004
54807,Mickey,0.33261999999999997,Mickey,6.5,2004
11025,New York Minute,5.659198,New York Minute,5.6,2004
7131,Van Helsing,12.643312,Van Helsing,6.0,2004
26899,The Mudge Boy,7.137026,The Mudge Boy,7.3,2003
30125,Valentín,1.7566830000000002,Valentin,7.1,2003
16428,Breakin' All the Rules,5.414749,Breakin' All the Rules,5.8,2004
652,Troy,15.387275,Troy,6.9,2004
8440,Carandiru,4.345806,Carandiru,7.1,2003
883,Coffee and Cigarettes,5.3255300000000005,Coffee and Cigarettes,6.9,2003
38018,Les égarés,2.2025240000000004,Strayed,6.0,2003
96461,Dance Me Outside,0.49998400000000004,Dance Me Outside,7.0,1995
34377,The Boys in the Band,2.502984,The Boys in the Band,6.6,1970
20375,Raid,0.366841,Raid,5.9,2003
10375,D-Tox,13.374414999999999,D-Tox,5.4,2002
42015,Swimming to Cambodia,0.22524899999999998,Swimming to Cambodia,6.4,1987
68440,Watch on the Rhine,0.958211,Watch on the Rhine,6.2,1943
12503,Under Fire,2.7803310000000003,Under Fire,6.9,1983
11864,Enemy Mine,9.802889,Enemy Mine,6.7,1985
9461,Enter the Dragon,10.687757000000001,Enter the Dragon,7.3,1973
57811,Terra Estrangeira,1.5676139999999998,Foreign Land,6.9,1996
132,The Rolling Stones: Gimme Shelter,2.3360220000000003,The Rolling Stones: Gimme Shelter,7.8,1970
28276,お早よう,2.284852,Good Morning,7.2,1959
18329,春光乍洩,5.933971,Happy Together,7.7,1997
17993,Henry & June,4.459959,Henry & June,6.3,1990
37447,Berkeley in the Sixties,0.10664000000000001,Berkeley in the Sixties,4.3,1990
4339,Das schreckliche Mädchen,0.7348600000000001,The Nasty Girl,5.9,1990
42108,Coup de foudre,1.137893,Entre Nous,7.5,1983
18513,The Naked Prey,2.243937,The Naked Prey,7.0,1965
26517,Martin,3.965407,Martin,7.0,1978
28285,The Three Faces of Eve,2.030279,The Three Faces of Eve,7.3,1957
22137,Riget,5.230666,The Kingdom,8.0,1994
5247,Mercy,1.520526,Mercy,5.2,2000
31676,Desperate Hours,3.233994,Desperate Hours,5.3,1990
49622,The Passion of Ayn Rand,0.791025,The Passion of Ayn Rand,2.0,1999
238952,Du côté de la côte,0.38209099999999996,Along the Coast,9.0,1958
10035,100 Girls,5.136537000000001,100 Girls,5.6,2000
502,Fail-Safe,4.225974,Fail-Safe,7.6,1964
41965,Paperhouse,3.520171,Paperhouse,6.6,1988
10347,Dobermann,6.774792999999999,Dobermann,6.4,1997
1373,The Discovery of Heaven,1.0097040000000002,The Discovery of Heaven,5.2,2001
30959,怪談,4.130372,Kwaidan,7.5,1964
43341,Cat-Women of the Moon,1.337813,Cat-Women of the Moon,3.3,1953
20561,28 Up,0.018017,28 Up,7.9,1984
13055,Chance,0.542401,Chance,6.8,2002
667,You Only Live Twice,10.359669,You Only Live Twice,6.5,1967
700,Octopussy,10.619302000000001,Octopussy,6.2,1983
21594,The Blue Gardenia,1.9468020000000001,The Blue Gardenia,6.2,1953
26976,Wit,2.593469,Wit,7.0,2001
36670,Never Say Never Again,10.231985,Never Say Never Again,5.8,1983
18872,幻の光,2.0505619999999998,Maborosi,7.2,1995
44864,Trollflöjten,0.658086,The Magic Flute,7.1,1975
31993,Midnight,2.2392119999999998,Midnight,7.0,1939
43818,Pride and Prejudice,2.323028,Pride and Prejudice,7.3,1940
28290,The Man in the Gray Flannel Suit,6.537021,The Man in the Gray Flannel Suit,6.7,1956
24650,The Fountainhead,4.8669970000000005,The Fountainhead,6.9,1949
55086,Old Acquaintance,0.6326689999999999,Old Acquaintance,6.0,1943
43525,In This Our Life,6.312577,In This Our Life,6.2,1942
20640,Woman of the Year,2.83303,Woman of the Year,6.9,1942
50363,Summertime,2.577128,Summertime,6.6,1955
633,Soldaat van Oranje,2.348745,Soldier of Orange,7.4,1977
41003,White Palace,2.59282,White Palace,6.2,1990
13936,Oklahoma!,8.455347999999999,Oklahoma!,6.3,1955
294,Desert Hearts,1.553107,Desert Hearts,6.7,1985
11507,Body Double,9.836894000000001,Body Double,6.4,1984
17538,Rooster Cogburn,12.140407000000002,Rooster Cogburn,6.2,1975
10435,Chaplin,8.243107,Chaplin,7.5,1992
1162,The Miracle Worker,4.368765,The Miracle Worker,7.5,1962
34328,Monster in a Box,0.009961,Monster in a Box,4.8,1992
47108,Vengo,0.26467199999999996,I Come,6.8,2000
47140,O Primeiro Dia,0.00413,Midnight,5.996691729323317,1998
40930,If You Only Knew,0.11448699999999999,If You Only Knew,5.5,2000
14684,School Ties,7.438381,School Ties,6.3,1992
58467,Girl,8.532861,Girl,4.7,1998
10261,Switch,3.292828,Switch,5.6,1991
163869,Just Write,0.700719,Just Write,3.5,1997
13937,Raising Cain,8.816951,Raising Cain,5.9,1992
25355,Irma Vep,1.808369,Irma Vep,6.3,1996
29601,Buck Privates,1.633148,Buck Privates,6.7,1941
66115,Nice Guys Sleep Alone,0.21429099999999998,Nice Guys Sleep Alone,4.7,1999
118617,Divorce Iranian Style,0.15523299999999998,Divorce Iranian Style,7.8,1998
23981,Iron And Silk,0.00022,Iron And Silk,6.0,1991
14980,Rose Red,6.965725,Rose Red,6.6,2002
26670,Noises Off...,4.179487,Noises Off...,7.0,1992
44047,Wildflowers,0.11246800000000001,Wildflowers,5.8,2000
10940,Babylon 5: In the Beginning,3.680772,Babylon 5: In the Beginning,7.3,1998
31965,Witchfinder General,8.658708,Witchfinder General,6.4,1968
5842,VERSUS -ヴァーサス-,2.304575,Versus,6.0,2000
19463,The Canterville Ghost,1.300589,The Canterville Ghost,5.9,1944
24012,The Prince and the Showgirl,3.4241949999999997,The Prince and the Showgirl,6.3,1957
988,The China Syndrome,4.621214,The China Syndrome,7.0,1979
125103,¿Quién diablos es Juliette?,0.100488,Who the Hell Is Juliette?,5.5,1997
204,Le salaire de la peur,7.643793,The Wages of Fear,7.9,1953
9356,Look Who's Talking Too,6.42968,Look Who's Talking Too,5.0,1990
32430,The Bells of St. Mary's,2.614074,The Bells of St. Mary's,7.3,1945
42231,You Light Up My Life,0.41117600000000004,You Light Up My Life,5.3,1977
16113,The Delta Force,7.224683,The Delta Force,5.2,1986
33575,Pat and Mike,2.415004,Pat and Mike,5.9,1952
13913,Animal Crackers,4.750686,Animal Crackers,7.2,1930
17956,"He Said, She Said",4.150196,"He Said, She Said",4.8,1991
18209,Bedazzled,8.491505,Bedazzled,6.3,1967
25508,Cat People,5.110716,Cat People,6.9,1942
18978,Camelot,3.30865,Camelot,6.4,1967
27171,The Lonely Guy,4.273982,The Lonely Guy,6.4,1984
29486,The Comedy of Terrors,2.133184,The Comedy of Terrors,6.4,1963
12310,The Four Musketeers,5.512439,The Four Musketeers,6.4,1974
42205,Good Guys Wear Black,2.261946,Good Guys Wear Black,5.7,1978
27786,Steel Dawn,2.605644,Steel Dawn,4.7,1987
9624,On Deadly Ground,6.678661,On Deadly Ground,4.6,1994
95514,Boy Meets Girl,0.20205399999999998,Boy Meets Girl,3.9,1994
37296,Protocol,3.665599,Protocol,6.0,1984
25736,The Postman Always Rings Twice,5.68705,The Postman Always Rings Twice,7.0,1946
25389,Matinee,7.256473,Matinee,6.4,1993
44807,Forever Fever,0.170074,Forever Fever,5.1,1998
5248,Virtual Sexuality,0.451689,Virtual Sexuality,5.6,1999
52794,Baxter,0.005568,Baxter,6.4,1989
9872,Explorers,4.935932,Explorers,6.2,1985
19552,Mùi đu đủ xanh,3.4816519999999995,The Scent of Green Papaya,7.4,1993
2786,Pierrot le fou,5.606909,Pierrot le Fou,7.7,1965
8075,Week End,2.9370130000000003,Weekend,7.2,1967
94771,Les cent et une nuits de Simon Cinéma,1.1159379999999999,One Hundred and One Nights,6.8,1995
50271,Strange Cargo,0.7369,Strange Cargo,6.6,1940
38274,Seven Girlfriends,0.637771,Seven Girlfriends,6.0,1999
26133,Tuesdays with Morrie,1.7392580000000002,Tuesdays with Morrie,6.0,1999
68981,You Seng,0.103153,Temptation of a Monk,6.0,1993
10235,Александр Невский,1.915541,Alexander Nevsky,6.8,1938
11533,Jason and the Argonauts,6.222085,Jason and the Argonauts,7.1,1963
2817,On connaît la chanson,7.272303999999999,Same Old Song,6.9,1997
1394,Nostalghia,4.235709,Nostalgia,7.5,1983
1719,La Peau douce,2.137534,The Soft Skin,7.1,1964
140207,Tinker Tailor Soldier Spy,1.564586,Tinker Tailor Soldier Spy,7.6,1979
781,Winterschläfer,1.781979,Wintersleepers,6.7,1997
13553,The Driller Killer,2.773173,The Driller Killer,4.9,1979
183252,Perfectly normal,0.083899,Perfectly normal,5.5,1991
3777,蜘蛛巣城,6.471043,Throne of Blood,7.7,1957
11659,La Meglio Gioventú,6.040001,The Best of Youth,8.0,2003
24065,Guncrazy,4.797893,Guncrazy,5.0,1992
39907,บางระจัน,1.1483370000000002,Bang Rajan,6.9,2000
26612,Treasure Island,3.301143,Treasure Island,5.6,1990
10604,Αλέξης Ζορμπάς,4.813635,Zorba the Greek,7.0,1964
44098,Undercurrent,2.936232,Undercurrent,5.8,1946
16876,Bang Bang You're Dead,3.2738549999999997,Bang Bang You're Dead,7.2,2002
37437,My Side of the Mountain,0.437809,My Side of the Mountain,6.4,1969
141003,The Thin Blue Lie,0.0826,The Thin Blue Lie,6.0,2000
14782,The Unsaid,5.526635,The Unsaid,6.8,2001
77780,Twister,0.720198,Twister,5.0,1989
9545,Sniper,9.337392999999999,Sniper,5.9,1993
53117,No se lo digas a nadie,0.8022859999999999,Don't Tell Anyone,5.5,1998
41651,Ghost in the Machine,2.404331,Ghost in the Machine,5.0,1993
29270,Zamani barayé masti asbha,2.391796,A Time for Drunken Horses,6.6,2000
28030,Genghis Blues,0.692364,Genghis Blues,6.4,1999
16514,To Hell and Back,1.715253,To Hell and Back,6.6,1955
1926,11'09''01 - September 11,3.103918,11'09''01 - September 11,6.1,2002
31112,"Bon Voyage, Charlie Brown (and Don't Come Back!)",0.594899,"Bon Voyage, Charlie Brown (and Don't Come Back!)",6.2,1980
11060,Internal Affairs,5.439941999999999,Internal Affairs,6.5,1990
17365,The Parallax View,4.43233,The Parallax View,6.9,1974
11474,The Warriors,11.457298,The Warriors,7.4,1979
63888,Mayerling,0.783968,Mayerling,6.6,1968
49320,Rukajärven tie,0.9994649999999999,Ambush,6.3,1999
10916,Babylon 5: A Call to Arms,8.389329,Babylon 5: A Call to Arms,6.9,1999
10921,Babylon 5: The River of Souls,2.203009,Babylon 5: The River of Souls,6.1,1998
10941,Babylon 5: Thirdspace,5.579911,Babylon 5: Thirdspace,6.4,1998
42204,FM,0.266786,FM,6.7,1978
33157,Waterloo,3.240624,Waterloo,7.1,1970
24798,True Stories,3.09897,True Stories,6.1,1986
277073,North Beach,0.21008800000000002,North Beach,5.88551724137931,2000
4923,Zardoz,10.698934,Zardoz,5.8,1974
36741,School for Scoundrels,1.332883,School for Scoundrels,6.6,1960
11656,Jungfrukällan,10.353794,The Virgin Spring,7.8,1960
16284,Ice Cold in Alex,2.750367,Ice Cold in Alex,7.5,1958
25009,Mogambo,2.9941869999999997,Mogambo,6.2,1953
91226,Demon Lover Diary,0.001393,Demon Lover Diary,5.0,1980
171229,Segunda piel,0.831471,Second Skin,6.3,1999
45926,Victory,1.064921,Victory,4.7,1996
40092,The Secret Life of Walter Mitty,3.039934,The Secret Life of Walter Mitty,6.9,1947
10133,Cypher,7.348974,Cypher,6.7,2002
82838,The Rack,1.088216,The Rack,3.5,1956
14589,Another Thin Man,1.881187,Another Thin Man,7.0,1939
14594,The Thin Man Goes Home,5.650608,The Thin Man Goes Home,6.4,1945
14590,Shadow of the Thin Man,2.671234,Shadow of the Thin Man,6.2,1941
14588,After the Thin Man,7.201727,After the Thin Man,7.1,1936
14595,Song of the Thin Man,1.148166,Song of the Thin Man,6.6,1947
9459,Woodstock,3.624542,Woodstock,7.1,1970
465,36 Fillette,3.2002990000000002,Junior Size 36,5.3,1988
86600,The Internecine Project,1.672384,The Internecine Project,7.8,1974
20644,Love Crazy,1.175665,Love Crazy,7.9,1941
24965,Gunga Din,7.425486,Gunga Din,6.6,1939
192936,Frank Herbert's Children of Dune,3.6367910000000006,Frank Herbert's Children of Dune,6.8,2003
876,Frank Herbert's Dune,14.612842,Frank Herbert's Dune,6.7,2000
1583,Lammbock,9.634205,Lammbock,7.0,2001
